1454094480,44.96
1454102580,51.96
1454144460,31.97
1454178660,12.99
1454182020,55.21
1454184360,51.96
1454268660,31.97
1454324520,19.79
1454330640,103.92
1454330340,51.96
1454409180,25.98
1454429100,18.98
1454428740,51.96
1454428260,64.95
1454429460,38.97
1454429340,12.99
1454429340,12.99
1454429220,12.99
1454429820,12.99
1454432340,27.6
1454434500,12.99
1454435220,12.99
1454436360,31.97
1454436360,38.97
1454436000,12.99
1454437680,38.97
1454437440,25.98
1454437380,25.98
1454436900,12.99
1454436600,51.96
1454438460,12.99
1454438160,25.98
1454439660,51.96
1454439240,12.99
1454439120,25.98
1454438820,25.98
1454440140,12.99
1454441820,25.98
1454441340,12.99
1454441340,12.99
1454440980,12.99
1454444820,12.99
1454444640,25.98
1454445060,168.87
1454444940,25.98
1454446380,12.99
1454446260,25.98
1454449680,12.99
1454473560,51.96
1454457420,38.97
1454457360,25.98
1454268660,31.97
1454496000,12.99
1454494260,38.97
1454493360,25.98
1454492820,12.99
1454491800,25.98
1454490540,12.99
1454487660,12.99
1454484960,31.97
1454481540,12.99
1454477580,25.98
1454506020,41.41
1454499720,44.96
1454499780,25.98
1454514780,12.99
1454519940,12.99
1454519460,25.98
1454524200,38.97
1454534220,51.96
1454570640,38.97
1454581260,12.99
1454571360,25.98
1454445060,168.87
1454604000,25.98
1454606100,38.97
1454659620,38.97
1454660100,51.96
1454676600,12.99
1454674440,38.97
1454660400,12.99
1454438820,25.98
1454444640,25.98
1454441820,25.98
1454694600,25.98
1454700780,18.98
1454744820,25.98
1454762640,25.98
1454924100,64.95
1454929920,25.98
1454793120,38.97
1454797380,12.99
1454868360,12.99
1454851380,12.99
1454848380,38.97
1454847960,12.99
1454962320,38.97
1454959080,12.99
1455033540,25.98
1455023580,38.97
1455021480,38.97
1455092760,12.99
1455086520,12.99
1455133620,19.48
1455098100,38.97
1455120240,51.96
1455114120,12.99
1455135420,19.48
1455136320,31.97
1455190260,25.98
1455229920,12.99
1455233280,27.6
1454445060,168.87
1455278820,0
1455268980,31.97
1455264180,12.99
1455358320,44.96
1455291780,25.98
1455294480,38.97
1455294420,12.99
1455302640,51.96
1455315660,25.98
1455317340,25.98
1455368040,12.99
1455355860,51.96
1455379080,18.98
1455441240,38.97
1455438300,38.97
1455435960,38.97
1455469260,25.98
1455458160,44.96
1454445060,168.87
1455561060,44.96
1455531900,18.98
1455528120,25.98
1455537360,44.96
1455567840,12.99
1455377760,31.97
1455664860,38.97
1455695940,25.98
1455702720,31.97
1455705360,51.96
1455787500,122.9
1455864420,25.98
1455278820,0
1455916500,18.98
1455937620,25.98
1455962940,18.98
1455968940,38.97
1455958620,38.97
1455956280,25.98
1455969600,31.97
1455971820,38.97
1455989280,12.99
1456001520,25.98
1456053360,25.98
1456089840,12.99
